,SSD,Mistake,Best,ft_SSD,ft_Mistake,Delta to Best,Gain,Base Gap,SSD Gap,Add corr classifications,Num gap to best,Gap closed
0,-86.14893259371323,0.0,-85.55219364599091,-0.15969070432005594,-0.0084047739115789,85.55219364599091,-99.96099083284572,85.55219364599091,-0.5967389477223151,4,75,5.333333333333334
1,-86.88855269793243,0.0,-86.88855269793243,-0.26054799125903116,-0.16809547823163484,86.88855269793243,-100.36893203883494,86.88855269793243,0.0,-43,-38,113.1578947368421
2,-86.1657421415364,0.0,-85.72869389813415,0.0,0.0168095478231578,85.72869389813415,-99.99024675704672,85.72869389813415,-0.4370482434022449,1,52,1.9230769230769231
