,SSD,Mistake,Best,ft_SSD,ft_Mistake,rt_Best,rt_SSD,rt_Mistake,ft_rt_SSD,ft_rt_Mistake,Delta to Best,Gain,Base Gap,SSD Gap,Add corr classifications,Num gap to best,Gap closed
0,87.15750546310305,86.9894099848714,86.78769541099345,86.93057656749033,86.64481425449655,87.23677452491012,87.48424149040483,87.19475183265631,87.08035672596536,86.9239389270206,0.20171457387795044,0.19323671497586092,0.20171457387795044,0.3698100521095995,22,-23,-95.65217391304348
1,86.63640948058497,86.57757606320389,86.47671877626492,86.97260043704824,86.12371827197849,87.22743614885371,86.84689732455526,87.26945884110752,87.04533781575384,86.85390110659756,0.10085728693897522,0.06795456751772629,0.10085728693897522,0.15969070432005594,8,-11,-72.72727272727273
2,87.02302908051773,87.05664817616406,86.79610018490503,87.27517229786518,86.87174315010925,87.54727552878553,87.30681234533316,87.45155717420741,87.41186907596769,87.2157631787832,0.26054799125903116,-0.03861749372466036,0.26054799125903116,0.22692889561270135,-4,-30,13.333333333333334
