,SSD,Mistake,Best,ft_SSD,ft_Mistake,rt_Best,rt_SSD,rt_Mistake,ft_rt_SSD,ft_rt_Mistake,Delta to Best,Gain,Base Gap,SSD Gap,Add corr classifications,Num gap to best,Gap closed
0,86.19936123718271,86.2497898806522,86.51874264582283,86.38426626323752,86.30862329803328,87.17374778275192,87.15263113438635,87.13996114536701,87.20964608497339,87.18430610693471,-0.2689527651706243,-0.058468134866494215,-0.2689527651706243,-0.3193814086401119,-6,32,-18.75
1,86.30862329803328,86.32543284585644,86.59438561102706,86.33383761976803,86.43469490670701,87.25187938170453,87.23287439817553,87.1948644311175,87.23076273333896,87.24554438719487,-0.2689527651706243,-0.019472300652315404,-0.2689527651706243,-0.2857623129937821,-2,32,-6.25
2,86.1573373676248,85.80433686333836,86.51874264582283,86.56076651538073,86.09850395024374,87.25187938170453,87.11039783765521,87.0174845848467,87.3131176619647,87.16952445307881,-0.7144057824844623,0.41140170437849777,-0.7144057824844623,-0.3614052781980206,48,85,56.470588235294116
